SiteCode,SiteID,OrderStatus,AcctNmbr,Customer,InvoiceFrequencyID,Description,Salesperson_Name,Salesperson_ID,ConsolidationFlag,OrderDate,Amount,Orders
"Deliver-It","1","A","103478","BRIGHT CARE PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","31.31","3"
"Deliver-It","1","A","103620","Corinthian Title Company Escrow - Riverside","4","Semi","Cindy Jones","2","Exclude Consolidations","2024-01-24","12.01","1"
"Deliver-It","1","A","103288","1ST CHOICE PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","50.68","7"
"Deliver-It","1","A","103431","OPTIMAX","30","Auto ACH - Semi","Cindy Jones","2","Exclude Consolidations","2024-01-24","48.55","5"
"Deliver-It","1","A","103655","PUFF CORPORATION-Reattempt Account","36","Semi-Vape","Jenna Crevda","23","Consolidations","2024-01-24","0.06","6"
"Deliver-It","1","A","103377","PARKVIEW MEDICAL PLAZA PHARMACY - RETAIL","4","Semi","Amber Angelovic","25","Exclude Consolidations","2024-01-24","23.32","2"
"Deliver-It","1","A","103445","TOP PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Consolidations","2024-01-24","0.02","2"
"Deliver-It","1","A","103519","USC VERDUGO HILLS PROFESSIONAL PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","10.43","1"
"Deliver-It","1","A","103493","MISSION ESCROW INC","2","Semi - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-24","55.33","4"
"Deliver-It","1","A","103719","Emanate Patient Reports/Messenger Internal Acct.","2","Semi - Email PDF","Internal","9","Consolidations","2024-01-24","0.02","2"
"Deliver-It","1","A","103354","BUSINESS PAYROLL SERVICES INC - OVERNIGHT","29","Auto ACH - Semi-Email","Cindy Jones","2","Exclude Consolidations","2024-01-24","72.94","11"
"Deliver-It","1","A","103522","DI TRUCK ACCT ","13","Internal","Internal","9","Consolidations","2024-01-24","0.23","23"
"Deliver-It","1","A","4557","WATSON COURT REPORTERS","4","Semi","House","1","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","A","103378","COMBINED CA","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","159.07","12"
"Deliver-It","1","A","103503","PAYALITY INC- W2","2","Semi - Email PDF","Cindy Jones","2","Consolidations","2024-01-24","0.04","4"
"Deliver-It","1","A","103543","STEVE ROGERS","14","Monthly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","8.32","1"
"Deliver-It","1","A","103550","ALLURE PHARMACY","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-24","171.08","26"
"Deliver-It","1","A","2858","NORMAN SCHALL AND ASSOCIATES","11","CC - Email PDF","House","1","Exclude Consolidations","2024-01-24","176.62","14"
"Deliver-It","1","A","103414","REGAL SPECIALTY PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","163.02","13"
"Deliver-It","1","A","103535","ACC-SD Shipments","2","Semi - Email PDF","Internal","9","Exclude Consolidations","2024-01-24","671.09","94"
"Deliver-It","1","A","6163","TAX FINANCIAL CENTER","2","Semi - Email PDF","House","1","Exclude Consolidations","2024-01-24","24.02","2"
"Deliver-It","1","A","103384","REGENCY MEDICAL PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Consolidations","2024-01-24","0.03","3"
"Deliver-It","1","A","103536","AM PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","135.62","14"
"Deliver-It","1","A","103592","PUFF CORPORATION","36","Semi-Vape","Jenna Crevda","23","Exclude Consolidations","2024-01-24","708.1","38"
"Deliver-It","1","A","103685","Abacus Payroll Service","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-24","76.72","7"
"Deliver-It","1","A","30102","BOB MCCANN AND ASSOCIATES","4","Semi","House","1","Exclude Consolidations","2024-01-24","23.31","3"
"Deliver-It","1","A","103445","TOP PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","132.46","14"
"Deliver-It","1","A","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","5","1"
"Deliver-It","1","A","6578","MODERN ACCOUNTING","4","Semi","House","1","Exclude Consolidations","2024-01-24","72.06","6"
"Deliver-It","1","A","103405","PURECARE PHARMACY","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","12.01","1"
"Deliver-It","1","A","103560","AMERICAN INTEGRATIVE PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","80.16","8"
"Deliver-It","1","A","103630","SEPHORA","40","Sephora","Phil Nabal","19","Consolidations","2024-01-24","0.15","15"
"Deliver-It","1","A","4426","WISHNOW ROSS WARSAVSKY AND COMPANY","2","Semi - Email PDF","House","1","Exclude Consolidations","2024-01-24","22.28","2"
"Deliver-It","1","I","102252","ADP - AUTO PAY - HOTS - SAMEDAY LA PALMA","28","Weekly - Sameday/Messenger","Richard Olivas","20","Exclude Consolidations","2024-01-24","175.26","1"
"Deliver-It","1","A","103455","TOTAL HCM, INC.","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","42.26","3"
"Deliver-It","1","A","103717","Smart Kargo-REATTEMPT","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-24","0.02","2"
"Deliver-It","1","I","102180","CARE PLUS - SAN DIEGO - T-Force","6","Weekly - Email PDF","Ernie Eiserman","3","Exclude Consolidations","2024-01-24","405","27"
"Deliver-It","1","A","103432","PAYROLL CENTRIC","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","501.6","57"
"Deliver-It","1","A","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-24","5.7","1"
"Deliver-It","1","A","103653","SHYPGYSTYCS-Reattempt","36","Semi-Vape","Phil Nabal","19","Consolidations","2024-01-24","0.03","3"
"Deliver-It","1","A","6414","MHP FINANCIAL SERVICES INC","29","Auto ACH - Semi-Email","House","1","Exclude Consolidations","2024-01-24","60.05","5"
"Deliver-It","1","I","102717","SCHRADERS MEDICAL SUPPLY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","3226.7","324"
"Deliver-It","1","A","103469","THE PAYROLL SPECIALISTS","11","CC - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-24","15.62","2"
"Deliver-It","1","A","103730","PAYROLL CENTRIC-W2","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","603.4","68"
"Deliver-It","1","I","102215","ADP - NATIONAL - CALENDAR M91 LA PALMA","19","ADP Nationals - Email PDF","House","1","Exclude Consolidations","2024-01-24","695.87","8"
"Deliver-It","1","A","103485","EXPRESS PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","29.76","3"
"Deliver-It","1","A","103630","SEPHORA","40","Sephora","Phil Nabal","19","Exclude Consolidations","2024-01-24","33187.31","7013"
"Deliver-It","1","A","103679","Emanate Health Medical Center/Clinic Spec Run","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-24","286.46","1"
"Deliver-It","1","I","102253","ADP - AUTOPAY - CALENDAR 123 LA PALMA","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.27","27"
"Deliver-It","1","I","102760","ELITE OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-24","198.1","35"
"Deliver-It","1","A","103540","COASTAL PAYROLL SERVICES / PAYSTAR","35","Auto - ACH - Semi - Email Excel & PDF","Cindy Jones","2","Exclude Consolidations","2024-01-24","145.82","20"
"Deliver-It","1","A","6132","LINDGREN FINANCIAL SERVICES","4","Semi","House","1","Exclude Consolidations","2024-01-24","18.24","1"
"Deliver-It","1","I","102289","ADP - AUTO PAY - CALENDAR 599 LA PALMA","18","ADP Majors - Email PDF","House","1","Exclude Consolidations","2024-01-24","1513.03","40"
"Deliver-It","1","A","103558","RX UNLIMITED- BEVERLY HILLS","14","Monthly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","41.6","5"
"Deliver-It","1","A","103635","RightRX","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","58","5"
"Deliver-It","1","A","103686","Innovative Federal Operations Group","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-24","99.06","2"
"Deliver-It","1","I","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-24","1.12","112"
"Deliver-It","1","I","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-24","0.07","7"
"Deliver-It","1","A","103545","ENCORE PHARMACY","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-24","284.26","42"
"Deliver-It","1","I","102077","NETWORK DEPOSITION SERVICES","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","38.84","4"
"Deliver-It","1","I","102493","BARTLEY OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-24","1270.05","169"
"Deliver-It","1","A","103613","Corinthian Title Company - Admin","4","Semi","Cindy Jones","2","Exclude Consolidations","2024-01-24","20.11","1"
"Deliver-It","1","A","103648","Greywell Pharmacy","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","22.96","2"
"Deliver-It","1","I","102180","CARE PLUS - SAN DIEGO - T-Force","6","Weekly - Email PDF","Ernie Eiserman","3","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","102477","SDP PAYROLL","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","1302.33","150"
"Deliver-It","1","I","103606","F21 OPCO LLC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-24","2672.1","512"
"Deliver-It","1","A","103562","BH Shipping","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","104.5","11"
"Deliver-It","1","I","102215","ADP - NATIONAL - CALENDAR M91 LA PALMA","19","ADP Nationals - Email PDF","House","1","Consolidations","2024-01-24","0.15","15"
"Deliver-It","1","I","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","5355.58","902"
"Deliver-It","1","A","103646","Emanate Health","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-24","407.94","2"
"Deliver-It","1","A","103680","California Dental Design","4","Semi","Jenna Crevda","23","Exclude Consolidations","2024-01-24","24.8","2"
"Deliver-It","1","I","102214","ADP - NATIONAL - ROUTES LA PALMA","19","ADP Nationals - Email PDF","House","1","Exclude Consolidations","2024-01-24","480.52","82"
"Deliver-It","1","I","103339","FINANCIAL STATEMENT SERVICES IN","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","359.45","9"
"Deliver-It","1","I","103681","Mixlab RX","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","1206.94","191"
"Deliver-It","1","A","103580","BBSI - SAN DIEGO","2","Semi - Email PDF","Jenna Crevda","23","Exclude Consolidations","2024-01-24","588.24","61"
"Deliver-It","1","I","102253","ADP - AUTOPAY - CALENDAR 123 LA PALMA","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","2022.74","28"
"Deliver-It","1","I","102501W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.02","2"
"Deliver-It","1","A","103691","Ontario Pharmacy","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","105.31","11"
"Deliver-It","1","A","103692","Corinthian Title Company Escrow - Production","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","38.09","2"
"Deliver-It","1","I","102289","ADP - AUTO PAY - CALENDAR 599 LA PALMA","18","ADP Majors - Email PDF","House","1","Consolidations","2024-01-24","0.16","16"
"Deliver-It","1","I","103603","ZARA USA INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-24","6186.07","1387"
"Deliver-It","1","I","103689","Nespresso - PNW","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-24","9572.68","1297"
"Deliver-It","1","A","103610","SHYPGYSTYCS","36","Semi-Vape","Phil Nabal","19","Exclude Consolidations","2024-01-24","286.26","15"
"Deliver-It","1","I","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","8995.07","1531"
"Deliver-It","1","I","102511","ADP - AUTO PAY - CALENDAR PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.07","7"
"Deliver-It","1","A","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-24","3001.74","893"
"Deliver-It","1","A","22","ALLAN ERDY ESCROW","4","Semi","House","1","Exclude Consolidations","2024-01-24","15","1"
"Deliver-It","1","I","102501W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","161.56","28"
"Deliver-It","1","I","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Consolidations","2024-01-24","0.04","4"
"Deliver-It","1","I","103696","Smart Kargo","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","782.24","127"
"Deliver-It","1","A","6563","PAYROLL PLUS","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","93.8","9"
"Deliver-It","1","I","102511","ADP - AUTO PAY - CALENDAR PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","1497.1","28"
"Deliver-It","1","I","102851","PAYROLL PEOPLE INC","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","383.72","53"
"Deliver-It","1","A","103719","Emanate Patient Reports/Messenger Internal Acct.","2","Semi - Email PDF","Internal","9","Exclude Consolidations","2024-01-24","352","145"
"Deliver-It","1","A","4557","WATSON COURT REPORTERS","4","Semi","House","1","Exclude Consolidations","2024-01-24","35.16","4"
"Deliver-It","1","I","102850","SMC","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","425.97","69"
"Deliver-It","1","I","103609","MWI ANIMAL HEALTH","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","13195.83","1465"
"Deliver-It","1","I","103714","JET LOGISTICS dba ZIPPY EXPRESS INCJET LOGISTICS","43","Jet Logistics/Zippy","Phil Nabal","19","Exclude Consolidations","2024-01-24","8.44","2"
"Deliver-It","1","I","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-24","0.07","7"
"Deliver-It","1","I","102628","EMPIRE OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-24","396.2","70"
"Deliver-It","1","I","103512","CVS- Las Vegas-TForce","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-24","1174","218"
"Deliver-It","1","A","686","QUALITY MAPPING SERVICE","4","Semi","House","1","Exclude Consolidations","2024-01-24","51.23","3"
"Deliver-It","1","I","102464","TELEPAYROLL INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","1178.27","103"
"Deliver-It","1","I","103400","TELEPAYROLL - W2","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","202.98","26"
"Deliver-It","1","I","103714","JET LOGISTICS dba ZIPPY EXPRESS INCJET LOGISTICS","43","Jet Logistics/Zippy","Phil Nabal","19","Consolidations","2024-01-24","0.13","13"
"Deliver-It","1","N","102464","TELEPAYROLL INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","21.65","1"
"Deliver-It","1","I","102475","PHYSICIANS PLAZA PHARMACY  - OUTBOUND","6","Weekly - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","1231.7","101"
"Deliver-It","1","I","102852","PRIMARY PAYROLL SERVICES","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","81.15","12"
"Deliver-It","1","I","103576","NEW AVON COMPANY - ACCESSORIAL","34","BBB","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-24","22404.68","4618"
"Deliver-It","1","I","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.38","38"
"Deliver-It","1","I","103421","INSPERITY - OUTBOUND","6","Weekly - Email PDF","Cindy Jones","2","Exclude Consolidations","2024-01-24","1930.3","199"
"Deliver-It","1","I","PA0580","PAYCHEX- MASTER ACCOUNT","20","Paychex","Phil Nabal","19","Consolidations","2024-01-24","6.05","605"
"Deliver-It","1","N","102501","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","102499","ADP - AUTO PAY - ROUTES PLEASANTON","18","ADP Majors - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","1.37","137"
"Deliver-It","1","I","103362","CVS- Redlands-TForce","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-24","4618.25","940"
"Deliver-It","1","I","103634","WeShip -WAN- HUB","21","24/7 Billing","Phil Nabal","19","Exclude Consolidations","2024-01-24","192.08","14"
"Deliver-It","1","I","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-24","654.46","136"
"Deliver-It","1","I","102515","ADP - SBS DIST - WHOLESALE PARTNERS - SPECIALTY","19","ADP Nationals - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","11.54","2"
"Deliver-It","1","I","103447","PAYLOCITY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","5830.54","727"
"Deliver-It","1","N","102392W2","ADP - RUN PRODUCT - W2","17","ADP Run - Email PDF","House","1","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","N","102677","MERIDIAN OPTICAL LAB - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","0.19","9"
"Deliver-It","1","I","102692","HEARTLAND PAYROLL SOLUTIONS","8","Weekly - Email Excel and PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","3608.32","413"
"Deliver-It","1","I","103421","INSPERITY - OUTBOUND","6","Weekly - Email PDF","Cindy Jones","2","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Exclude Consolidations","2024-01-24","963.62","277"
"Deliver-It","1","I","102449","ADP - SBS DIST - WHOLESALE PARTNERS - SPECIALTY","19","ADP Nationals - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","54.7","10"
"Deliver-It","1","I","102585","STERIGENICS - LOS ANGELES","28","Weekly - Sameday/Messenger","Richard Olivas","20","Exclude Consolidations","2024-01-24","130.85","2"
"Deliver-It","1","I","103607","L'OREAL USA INC","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-24","3370.68","498"
"Deliver-It","1","N","102495","BARTLEY OPTICAL - ON CALL PICKUPS","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","0.15","7"
"Deliver-It","1","N","102702","ABC PHARMACY - RIVERSIDE","29","Auto ACH - Semi-Email","Phil Nabal","19","Exclude Consolidations","2024-01-24","7.61","1"
"Deliver-It","1","I","102820","ABC PHARMACY - LAGUNA HILLS","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-24","460.29","49"
"Deliver-It","1","I","103563","GEODIS","37","Geodis/Apple","Phil Nabal","19","Exclude Consolidations","2024-01-24","3464.68","567"
"Deliver-It","1","N","100463","DELIVER-IT - PU ROUTES","13","Internal","Internal","9","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","102675","MERIDIAN OPTICAL LAB - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-24","508.78","89"
"Deliver-It","1","I","102692","HEARTLAND PAYROLL SOLUTIONS","8","Weekly - Email Excel and PDF","Mike Martin","6","Consolidations","2024-01-24","0.19","19"
"Deliver-It","1","I","103715","ALIBABA- dba ALBATROS AMERICA INC","41","Alibaba/Albatros","Amber Angelovic","25","Consolidations","2024-01-24","0.69","69"
"Deliver-It","1","N","102629","EMPIRE OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","0.24","12"
"Deliver-It","1","N","103460","CUCAMONGA COMMUNITY PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","9.77","1"
"Deliver-It","1","I","102824","WILSHIRE LE DOUX MEDICAL PHARMACY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","153.36","18"
"Deliver-It","1","I","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-24","3066.08","519"
"Deliver-It","1","N","102392","ADP - RUN PRODUCT - ROUTES","17","ADP Run - Email PDF","House","1","Exclude Consolidations","2024-01-24","4.79","1"
"Deliver-It","1","I","102717","SCHRADERS MEDICAL SUPPLY","6","Weekly - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.04","4"
"Deliver-It","1","I","102748","ASAP - NEXTDAY","6","Weekly - Email PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","19.04","2"
"Deliver-It","1","N","102493","BARTLEY OPTICAL - OUTBOUND","33","Essilor","Cindy Jones","2","Exclude Consolidations","2024-01-24","11.32","2"
"Deliver-It","1","N","102684","ALBERTSONS - VONS DIST CTR - CHINO PRINT SHOP","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","11.5","1"
"Deliver-It","1","N","103512","CVS- Las Vegas-TForce","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-24","22","4"
"Deliver-It","1","I","103576","NEW AVON COMPANY - ACCESSORIAL","34","BBB","Phil Nabal","19","Exclude Consolidations","2024-01-24","163.08","9"
"Deliver-It","1","I","103629","ShipX INC","6","Weekly - Email PDF","Mike Martin","6","Exclude Consolidations","2024-01-24","179.63","34"
"Deliver-It","1","N","102763","ALBERTSONS - BOXES - VONS","14","Monthly - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","102751","ESSILOR LABS OF AMERICA","33","Essilor","Phil Nabal","19","Exclude Consolidations","2024-01-24","483.57","3"
"Deliver-It","1","I","102855","MONARCH PHARMACY","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-24","146.55","15"
"Deliver-It","1","N","102717","SCHRADERS MEDICAL SUPPLY","6","Weekly - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","N","102751","ESSILOR LABS OF AMERICA","33","Essilor","Phil Nabal","19","Exclude Consolidations","2024-01-24","117.72","4"
"Deliver-It","1","N","103642","WeShip -WAN- HUB-Reattempt","38","WeShip 103642","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","103647","24SevenConnect/BoxCheck","21","24/7 Billing","Mike Martin","6","Exclude Consolidations","2024-01-24","29.44","2"
"Deliver-It","1","I","103632","WESHIP CBC2","21","24/7 Billing","Phil Nabal","19","Exclude Consolidations","2024-01-24","48.85","5"
"Deliver-It","1","N","103008","K-MARS OPTICAL - OUTBOUND","8","Weekly - Email Excel and PDF","Cindy Jones","2","Exclude Consolidations","2024-01-24","69.19","11"
"Deliver-It","1","I","102809","VIP Pharmacy Inc","32","Auto ACH - Weekly-Email","Phil Nabal","19","Exclude Consolidations","2024-01-24","83.61","9"
"Deliver-It","1","I","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Consolidations","2024-01-24","0.06","6"
"Deliver-It","1","N","102761","ELITE OPTICAL - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","0.18","9"
"Deliver-It","1","N","103362","CVS- Redlands-TForce","9","Weekly - Email PDF ARC","Phil Nabal","19","Exclude Consolidations","2024-01-24","9.5","2"
"Deliver-It","1","N","103730","PAYROLL CENTRIC-W2","11","CC - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","114.4","13"
"Deliver-It","1","I","103694","Nespresso - SoCal Sameday","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-24","469","28"
"Deliver-It","1","I","103698","TOTALCARE PHARMACY","32","Auto ACH - Weekly-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","9.48","1"
"Deliver-It","1","N","103287","CHOICE COMPOUNDING PHARMACY - TORRANCE","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","36.2","5"
"Deliver-It","1","I","103008","K-MARS OPTICAL - OUTBOUND","8","Weekly - Email Excel and PDF","Cindy Jones","2","Exclude Consolidations","2024-01-24","742.22","118"
"Deliver-It","1","I","103447","PAYLOCITY","6","Weekly - Email PDF","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","N","102830","ABBA OPTICAL USA INC - INBOUND","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","0.02","1"
"Deliver-It","1","N","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","I","103370","NESPRESSO - Socal","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-24","31997.52","4969"
"Deliver-It","1","I","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Consolidations","2024-01-24","3.5","350"
"Deliver-It","1","I","6466","ADP - AUTO PAY - ROUTES LA PALMA","18","ADP Majors - Email PDF","House","1","Exclude Consolidations","2024-01-24","13289.5","2751"
"Deliver-It","1","N","103362","CVS- Redlands-TForce","9","Weekly - Email PDF ARC","Phil Nabal","19","Consolidations","2024-01-24","0.03","3"
"Deliver-It","1","I","103556","IHERB LLC","8","Weekly - Email Excel and PDF","Phil Nabal","19","Exclude Consolidations","2024-01-24","3010.77","624"
"Deliver-It","1","I","103537","NESPRESSO - BTQ - SoCal","16","Jagged Peak","Phil Nabal","19","Exclude Consolidations","2024-01-24","2915.5","22"
"Deliver-It","1","N","103384","REGENCY MEDICAL PHARMACY","29","Auto ACH - Semi-Email","Amber Angelovic","25","Exclude Consolidations","2024-01-24","9.52","1"
"Deliver-It","1","N","103604","INTEGRA BEAUTY INC","34","BBB","Mikel Mobley","27","Exclude Consolidations","2024-01-24","89.07","15"
"Deliver-It","1","I","103572","NEW AVON COMPANY","34","BBB","Phil Nabal","19","Consolidations","2024-01-24","1.14","114"
"Deliver-It","1","N","10000","DELIVER-IT","13","Internal","Internal","9","Exclude Consolidations","2024-01-24","26.39","2"
"Deliver-It","1","N","10051","DI - STEM FEES - DISTRIBUTION","13","Internal","Internal","9","Consolidations","2024-01-24","0.01","1"
"Deliver-It","1","N","103418","USC MEDICAL PLAZA PHARMACY","2","Semi - Email PDF","Amber Angelovic","25","Exclude Consolidations","2024-01-24","20.43","1"
